timestamp_start,timestamp_end,src_ip,dst_ip,dst_port,protocol,rule_name,severity,reason,failed_attempts
2017-07-04 19:51:30,2017-07-04 19:51:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:51:40,2017-07-04 19:51:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:51:50,2017-07-04 19:52:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:52:00,2017-07-04 19:52:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:52:10,2017-07-04 19:52:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:52:20,2017-07-04 19:52:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:52:40,2017-07-04 19:52:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:53:00,2017-07-04 19:53:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:53:10,2017-07-04 19:53:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:53:20,2017-07-04 19:53:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:53:30,2017-07-04 19:53:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:53:50,2017-07-04 19:54:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:54:00,2017-07-04 19:54:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:54:10,2017-07-04 19:54:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:54:20,2017-07-04 19:54:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:54:50,2017-07-04 19:55:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:55:00,2017-07-04 19:55:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:55:20,2017-07-04 19:55:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:55:30,2017-07-04 19:55:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:55:40,2017-07-04 19:55:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:56:00,2017-07-04 19:56:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:56:10,2017-07-04 19:56:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:56:20,2017-07-04 19:56:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:56:30,2017-07-04 19:56:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:56:50,2017-07-04 19:57:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:57:00,2017-07-04 19:57:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:57:10,2017-07-04 19:57:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:57:20,2017-07-04 19:57:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:57:30,2017-07-04 19:57:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:57:50,2017-07-04 19:58:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:58:00,2017-07-04 19:58:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:58:10,2017-07-04 19:58:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:58:20,2017-07-04 19:58:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:58:30,2017-07-04 19:58:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:58:50,2017-07-04 19:59:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:59:00,2017-07-04 19:59:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:59:10,2017-07-04 19:59:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:59:20,2017-07-04 19:59:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:59:30,2017-07-04 19:59:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:59:50,2017-07-04 20:00:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 20:00:00,2017-07-04 20:00:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 20:00:10,2017-07-04 20:00:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 20:00:30,2017-07-04 20:00:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 20:00:40,2017-07-04 20:00:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 20:01:20,2017-07-04 20:01:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 20:01:40,2017-07-04 20:01:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:02:00,2017-07-04 20:02:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:02:10,2017-07-04 20:02:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:02:20,2017-07-04 20:02:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:02:40,2017-07-04 20:02:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 20:02:50,2017-07-04 20:03:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:03:00,2017-07-04 20:03:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:03:10,2017-07-04 20:03:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:03:40,2017-07-04 20:03:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:03:50,2017-07-04 20:04:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:04:00,2017-07-04 20:04:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:04:10,2017-07-04 20:04:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:04:20,2017-07-04 20:04:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 20:04:30,2017-07-04 20:04:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 20:04:50,2017-07-04 20:05:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:05:00,2017-07-04 20:05:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:05:10,2017-07-04 20:05:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:05:20,2017-07-04 20:05:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:05:30,2017-07-04 20:05:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:05:50,2017-07-04 20:06:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:06:00,2017-07-04 20:06:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:06:10,2017-07-04 20:06:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:06:20,2017-07-04 20:06:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:06:50,2017-07-04 20:07:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 20:07:00,2017-07-04 20:07:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:08:20,2017-07-04 20:08:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,15 failed connection attempts within 10s window,15
2017-07-04 20:08:30,2017-07-04 20:08:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,11 failed connection attempts within 10s window,11
2017-07-04 20:08:50,2017-07-04 20:09:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,13 failed connection attempts within 10s window,13
2017-07-04 20:09:00,2017-07-04 20:09:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,12 failed connection attempts within 10s window,12
2017-07-04 20:09:10,2017-07-04 20:09:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:09:40,2017-07-04 20:09:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:09:50,2017-07-04 20:10:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:10:00,2017-07-04 20:10:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:10:10,2017-07-04 20:10:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:10:30,2017-07-04 20:10:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 20:10:40,2017-07-04 20:10:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 20:10:50,2017-07-04 20:11:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 20:11:00,2017-07-04 20:11:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
